feature_1,feature_2,feature_3,feature_4,feature_5,target
1.084493043998835,-0.455719583223656,-0.8743922566502962,0.7122114401324485,-0.4229718739739271,1
-0.2896097403244535,0.9760904406700167,0.9151369841647375,-1.2988152546719034,0.024820520535808372,0
-0.9317883418088146,0.6142923068535394,-1.330865329635687,0.7978181667470122,-1.0343307874335543,1
-0.23418361803360507,-0.3454656120731066,-0.40118009619997874,-0.9635323348705447,1.5882145254787354,0
-0.4856879366269506,-1.5165389328187644,-0.43770650118208554,1.549395074948673,0.8216128720365612,0
1.0235877729219178,-0.8073343582764231,1.4235360881597954,-0.10205778895535643,-0.919666740153533,0
-2.666375891515986,0.68282796632091,-0.6647198090998581,-1.9053968229279978,0.48195228980342797,0
-1.4817524094521917,0.26535301113457066,0.4622755440368134,1.1190504408561373,0.06795101375412871,0
-0.21645515583665012,0.620119838481204,0.7534403740198279,-0.5571064666655442,-0.6071252432600034,1
-0.39038478803312004,-1.0693613746646409,0.3415842741753053,0.08295424550663473,0.32612436209660034,0
-1.1034460830680313,-1.2587514413451961,1.1586385786241646,-0.49198032693596616,0.31694195454058927,0
0.3214967878024125,-0.36343675581412677,-0.6876725708780005,0.6273787392385292,1.002732692205677,1
-1.0316351633185683,0.5438231839734516,1.1836318534914352,0.73862944445207,0.9677147250500644,0
0.07660101086872248,0.7466173227843045,0.47689914263395916,-1.290461934352482,0.8405830189116811,0
0.3206100074537891,1.2792536914366006,1.29342244308612,0.557424145245224,0.817185641783729,1
-0.2797443187897305,0.15206599778197383,-1.098783417203138,-0.9073773528252634,0.06778083199297684,1
0.6985146343516464,-0.2232720432468682,-1.0387479079614559,1.2686065759400842,-0.9967482206163149,1
-0.5394898965481673,0.8358452088067793,-1.1176072073680932,0.2217557225671332,1.1900460581423595,1
-1.1163902606929232,0.36046606236879336,-0.8558545602809232,0.09932595758019444,-0.5139586508812701,1
-0.9446509352927973,-1.3156705260738921,-1.5985632622482704,0.42134208859013245,-0.24469025185476517,0
0.5280453685783953,0.8418834627943851,1.216273789219066,1.0895797801015163,0.8436297081840751,1
0.5737163836856262,0.33627807551808303,0.18769328466178484,-0.3732028932819222,0.308906741994213,1
0.21215003697174373,0.016784667395856698,-0.8284922601079593,0.6767101518387191,0.9091265346886688,1
0.5825450654674718,1.6592781459495225,0.38891368273303034,-1.2471350110577137,0.41522634839797307,1
0.7506757200327304,0.2923736661816226,0.09708990927692711,-0.07186651236082443,-0.7856086524792683,1
-0.615776723474813,0.40518588641678144,0.48873526686387614,0.2633746165163182,-0.5815638845395631,1
0.4887648788372827,0.3019268807818448,-2.012425962223314,-1.1697309494854098,0.9009509424724383,1
0.6124580707215437,1.6282287586576685,0.3754895098908265,0.31624203991534555,-1.5520022017899708,1
0.5526971138196687,1.8430884334808901,-0.49160727890652695,0.32952213019234555,-1.8374933113512777,1
0.8790890392526386,0.5803323582007895,-1.2898476044416112,-1.3429830947908965,0.2630517848520989,1
-0.4915836983334017,-0.5023854422544776,1.387209579088729,-0.40623838291937653,0.35349608902592783,0
0.432683568302077,0.41354376026719464,1.2339432121340017,-1.1176817825314191,0.6512855769729563,0
0.2992537955136436,-0.018568526778808124,-1.1817197772271502,1.1781996377698707,0.7231381958990438,1
0.37314058308217973,-0.8722874510622627,-0.8813116629804917,1.160167531937391,-1.2218798425938329,1
-0.3635546919366107,-0.23913375959920105,1.598498836055603,0.574741797529345,-0.3262569085383021,0
0.5309388360712802,-2.1460413107759937,-0.17047602075772997,0.14139263447490139,0.8210019647577289,0
0.4435189026788602,-1.530608706694575,-1.1396139405593202,-1.2451044264398479,0.11299602130173862,0
-0.4797155689904599,1.0730596085856892,0.4911162401999673,2.1449733529512027,1.1521435016454118,1
-0.38182097777234486,1.1220575741778962,0.9443444534689148,-0.8084609351471336,0.3776049202726291,0
-0.7557142380702692,0.8742196791889635,0.1765995410226959,2.263961290820837,-0.8400451507939188,1
1.9175602599570327,-0.848931610168589,-0.38736578158807594,0.2330641350775323,0.6174951970474372,1
-0.5978056947920574,-0.06041022896900205,0.42023104741066786,0.4267418007493022,-1.8095895774051034,1
-0.30350846929031267,0.23424346586696476,-0.4885758711690372,1.2953161486844593,-0.9265174682456139,1
0.9866421933178113,-2.835173938472655,2.090508088251198,-0.15171506526391723,1.0800620207521228,0
1.911575864906207,0.8182923703803284,-0.05590924335414469,-0.19688945964684412,-0.387565504281709,1
-0.4679608171840556,-0.7975404570037544,-0.6978116909563501,-1.4075372031260827,-0.10623253122399261,0
1.352434730961356,-0.9341720055330605,0.6816511980176688,1.0906750839375525,-1.7922846298635053,1
0.8180410740066069,0.028395830859557238,1.45270963789015,-0.28141492575545346,2.6950983221305256,0
-1.3230054836175438,-1.3287768835700209,-0.157260065380239,0.5144533780803481,1.7695420910443687,0
0.98246938418581,1.367936309010722,-0.8639548546991189,0.48601893250333084,0.6034333204978093,1
-0.6612372551419423,-0.009554642216842464,1.1705962648829342,0.5567809745509635,-0.4015330795687674,0
0.48005250580454895,-0.8174671944376651,-0.6541449166887384,1.06115708254983,-0.3656262705704108,1
-1.6316597916622488,0.8258414877210033,0.06606288310223288,-1.3446976168401028,-1.3277466483338625,1
1.7178785309619407,0.9790840104898305,0.07811896919099114,-0.8451598094854144,-0.8622331734643904,1
0.6558798210184366,1.1706435354735778,0.1742682826588735,-1.3518231778078986,0.3702266512431027,1
0.9220752777877473,-1.3804933386804694,-1.7766093823749765,-1.5891235029194086,1.2347554417021345,0
-0.9990502931704619,0.09993963780645058,-0.9373330096083572,0.257888657363825,-0.9272578866488742,1
-0.7942350819273658,0.09010433605472766,0.6811873331206041,-0.15385028965282577,1.1383598435147915,0
0.4556144438329962,-0.6514742823501135,2.0151712525917858,0.1346379292535761,-0.39623028461270127,0
-0.2999933636797343,0.7350779878475691,-0.6612880383294072,-2.174685346730193,-0.2007979114481258,1
-0.9495665136548068,-0.9265215213069101,0.33779295950712396,-0.05740935115835364,0.002641520517518274,0
2.138482447530669,1.187450127585469,0.20596776253683835,1.0580723468473212,1.0777753099816731,1
-0.09721376535075474,-0.18487709784355175,-0.8896699303522082,-0.864463952595072,-0.2571249285725704,1
-0.21976088747050013,0.8616839195520143,0.07257660770153299,1.1748113349449911,-0.4183123993181897,1
0.7698550161858625,-0.5269316734185534,-0.8296076853031239,-0.010454303654489412,-0.20072414787667778,1
-0.10145294503834479,-0.15057239337259265,0.06278186313009065,1.197960966454288,-0.9593252568208508,1
-0.5161910816158441,0.5015005259405986,1.2945049401858921,-1.155122227842432,-0.3964150191519423,0
-0.5017358995321365,-0.25003864761210787,-0.9909206145733632,-0.46770532446297447,0.3477968344447116,1
-1.0090509113417545,-0.25981802727144127,-0.9766284128893575,0.5177523377944623,-0.7598676548549075,1
1.7960093668845225,0.7785804354237215,0.5480201028743882,0.23573817914918302,-0.2792163738307704,1
-0.5472375695994511,-0.11241968021631199,1.6692493002517041,-0.9844264582278976,1.5876164973595306,0
-0.5353892374653751,-0.14463825388595306,0.03351314022219595,-1.0462646622536336,0.7120084904905936,0
-2.454270996623856,-0.6323130375412526,0.44802499719038497,-1.0256343619681467,0.0288782941190904,0
0.11743407968383356,1.273198338924408,-0.6019242974305299,0.5604077430444555,-0.23279273843473555,1
0.811290947529495,-0.017486583890820268,0.4492629377895142,-0.5425137357528683,-0.22705583544581867,1
0.3584287958220888,-1.110166801698758,0.10146881851578228,-0.041415725497437404,-0.238728152138513,0
-1.2260212809206652,-0.6664255665954265,-0.7293511225434215,0.9211187127768468,-0.3257252648066405,0
